Entry	Reviewed	Entry Name	Protein names	Gene Names	Gene Ontology (biological process)
Q15020	reviewed	SART3_HUMAN	Squamous cell carcinoma antigen recognized by T-cells 3 (SART-3) (Tat-interacting protein of 110 kDa) (Tip110) (p110 nuclear RNA-binding protein)	SART3 KIAA0156 TIP110	cell morphogenesis [GO:0000902]; hematopoietic stem cell proliferation [GO:0071425]; homeostasis of number of cells [GO:0048872]; mRNA splicing, via spliceosome [GO:0000398]; nucleosome assembly [GO:0006334]; regulation of gene expression [GO:0010468]; spliceosomal snRNP assembly [GO:0000387]; spliceosomal tri-snRNP complex assembly [GO:0000244]; transcription elongation-coupled chromatin remodeling [GO:0140673]
Q15029	reviewed	U5S1_HUMAN	116 kDa U5 small nuclear ribonucleoprotein component (Elongation factor Tu GTP-binding domain-containing protein 2) (SNU114 homolog) (hSNU114) (U5 snRNP-specific protein, 116 kDa) (U5-116 kDa)	EFTUD2 KIAA0031 SNRP116	cellular response to xenobiotic stimulus [GO:0071466]; mRNA splicing, via spliceosome [GO:0000398]; response to cocaine [GO:0042220]
Q15287	reviewed	RNPS1_HUMAN	RNA-binding protein with serine-rich domain 1 (SR-related protein LDC2)	RNPS1 LDC2	DNA-templated transcription [GO:0006351]; mRNA splicing, via spliceosome [GO:0000398]; negative regulation of mRNA splicing, via spliceosome [GO:0048025]; nuclear-transcribed mRNA catabolic process, nonsense-mediated decay [GO:0000184]; positive regulation of apoptotic process [GO:0043065]; regulation of alternative mRNA splicing, via spliceosome [GO:0000381]; RNA splicing [GO:0008380]
Q15393	reviewed	SF3B3_HUMAN	Splicing factor 3B subunit 3 (Pre-mRNA-splicing factor SF3b 130 kDa subunit) (SF3b130) (STAF130) (Spliceosome-associated protein 130) (SAP 130)	SF3B3 KIAA0017 SAP130	mRNA splicing, via spliceosome [GO:0000398]; negative regulation of protein catabolic process [GO:0042177]; positive regulation of DNA-templated transcription [GO:0045893]; regulation of DNA repair [GO:0006282]; regulation of RNA splicing [GO:0043484]; RNA splicing [GO:0008380]; RNA splicing, via transesterification reactions [GO:0000375]; U2-type prespliceosome assembly [GO:1903241]
Q15427	reviewed	SF3B4_HUMAN	Splicing factor 3B subunit 4 (Pre-mRNA-splicing factor SF3b 49 kDa subunit) (Spliceosome-associated protein 49) (SAP 49)	SF3B4 SAP49	mRNA processing [GO:0006397]; mRNA splicing, via spliceosome [GO:0000398]; positive regulation of mRNA splicing, via spliceosome [GO:0048026]; RNA splicing [GO:0008380]; RNA splicing, via transesterification reactions [GO:0000375]; U2-type prespliceosome assembly [GO:1903241]
Q15428	reviewed	SF3A2_HUMAN	Splicing factor 3A subunit 2 (SF3a66) (Spliceosome-associated protein 62) (SAP 62)	SF3A2 SAP62	mRNA 3'-splice site recognition [GO:0000389]; mRNA processing [GO:0006397]; mRNA splicing, via spliceosome [GO:0000398]; positive regulation of neuron projection development [GO:0010976]; spliceosomal complex assembly [GO:0000245]; U2-type prespliceosome assembly [GO:1903241]
Q15459	reviewed	SF3A1_HUMAN	Splicing factor 3A subunit 1 (SF3a120) (Spliceosome-associated protein 114) (SAP 114)	SF3A1 SAP114	mRNA 3'-splice site recognition [GO:0000389]; mRNA cis splicing, via spliceosome [GO:0045292]; mRNA processing [GO:0006397]; mRNA splicing, via spliceosome [GO:0000398]; U2-type prespliceosome assembly [GO:1903241]
Q15637	reviewed	SF01_HUMAN	Splicing factor 1 (Mammalian branch point-binding protein) (BBP) (mBBP) (Transcription factor ZFM1) (Zinc finger gene in MEN1 locus) (Zinc finger protein 162)	SF1 ZFM1 ZNF162	Leydig cell differentiation [GO:0033327]; male sex determination [GO:0030238]; mRNA 3'-splice site recognition [GO:0000389]; mRNA splicing, via spliceosome [GO:0000398]; negative regulation of smooth muscle cell proliferation [GO:0048662]; nuclear body organization [GO:0030575]; regulation of mRNA splicing, via spliceosome [GO:0048024]; regulation of steroid biosynthetic process [GO:0050810]; spliceosomal complex assembly [GO:0000245]
Q15696	reviewed	U2AFM_HUMAN	U2 small nuclear ribonucleoprotein auxiliary factor 35 kDa subunit-related protein 2 (CCCH type zinc finger, RNA-binding motif and serine/arginine rich protein 2) (Renal carcinoma antigen NY-REN-20) (U2(RNU2) small nuclear RNA auxiliary factor 1-like 2) (U2AF35-related protein) (URP)	ZRSR2 U2AF1-RS2 U2AF1L2 U2AF1RS2 URP	mRNA splicing, via spliceosome [GO:0000398]; RNA splicing [GO:0008380]; spliceosomal complex assembly [GO:0000245]
Q16560	reviewed	U1SBP_HUMAN	U11/U12 small nuclear ribonucleoprotein 35 kDa protein (U11/U12 snRNP 35 kDa protein) (U11/U12-35K) (Protein HM-1) (U1 snRNP-binding protein homolog)	SNRNP35 HM1 U1SNRNPBP	mRNA splicing, via spliceosome [GO:0000398]; RNA splicing [GO:0008380]
Q16629	reviewed	SRSF7_HUMAN	Serine/arginine-rich splicing factor 7 (Splicing factor 9G8) (Splicing factor, arginine/serine-rich 7)	SRSF7 SFRS7	cellular response to leukemia inhibitory factor [GO:1990830]; mRNA processing [GO:0006397]; mRNA splicing, via spliceosome [GO:0000398]; mRNA transport [GO:0051028]; negative regulation of mRNA splicing, via spliceosome [GO:0048025]; RNA splicing [GO:0008380]
Q16637	reviewed	SMN_HUMAN	Survival motor neuron protein (Component of gems 1) (Gemin-1)	SMN1 SMN SMNT; SMN2 SMNC	DNA-templated transcription termination [GO:0006353]; nervous system development [GO:0007399]; spliceosomal complex assembly [GO:0000245]; spliceosomal snRNP assembly [GO:0000387]
Q2TAY7	reviewed	SMU1_HUMAN	WD40 repeat-containing protein SMU1 (Smu-1 suppressor of mec-8 and unc-52 protein homolog) [Cleaved into: WD40 repeat-containing protein SMU1, N-terminally processed]	SMU1	mRNA splicing, via spliceosome [GO:0000398]; regulation of alternative mRNA splicing, via spliceosome [GO:0000381]; RNA splicing [GO:0008380]
Q2TBE0	reviewed	C19L2_HUMAN	CWF19-like protein 2	CWF19L2	mRNA splicing, via spliceosome [GO:0000398]
Q53GS9	reviewed	UBP39_HUMAN	Ubiquitin carboxyl-terminal hydrolase 39 (EC 3.4.19.12) (SAD1 homolog) (U4/U6.U5 tri-snRNP-associated 65 kDa protein)	USP39 CGI-21 HSPC332 PRO2855	cell division [GO:0051301]; mRNA processing [GO:0006397]; mRNA splicing, via spliceosome [GO:0000398]; RNA splicing [GO:0008380]; spliceosomal complex assembly [GO:0000245]
Q5SZQ8	reviewed	CELF3_HUMAN	CUGBP Elav-like family member 3 (CELF-3) (Bruno-like protein 1) (CAG repeat protein 4) (CUG-BP- and ETR-3-like factor 3) (ELAV-type RNA-binding protein 1) (ETR-1) (Expanded repeat domain protein CAG/CTG 4) (RNA-binding protein BRUNOL-1) (Trinucleotide repeat-containing gene 4 protein)	CELF3 BRUNOL1 CAGH4 ERDA4 TNRC4	flagellated sperm motility [GO:0030317]; mRNA splice site recognition [GO:0006376]; nuclear body organization [GO:0030575]; positive regulation of mRNA splicing, via spliceosome [GO:0048026]; regulation of alternative mRNA splicing, via spliceosome [GO:0000381]; RNA splicing [GO:0008380]; spermatogenesis [GO:0007283]
Q5TAL4	unreviewed	Q5TAL4_HUMAN	U1 small nuclear ribonucleoprotein C (U1 snRNP C) (U1-C) (U1C)	SNRPC hCG_16077	mRNA 5'-splice site recognition [GO:0000395]; spliceosomal snRNP assembly [GO:0000387]
Q6IQ49	reviewed	SDE2_HUMAN	Splicing regulator SDE2 (Replication stress response regulator SDE2)	SDE2 C1orf55	cell division [GO:0051301]; cellular response to UV [GO:0034644]; DNA replication [GO:0006260]; endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000479]; mitotic G1 DNA damage checkpoint signaling [GO:0031571]; mRNA cis splicing, via spliceosome [GO:0045292]; protein processing [GO:0016485]; protein ubiquitination [GO:0016567]
Q6NWY9	reviewed	PR40B_HUMAN	Pre-mRNA-processing factor 40 homolog B (Huntingtin yeast partner C) (Huntingtin-interacting protein C)	PRPF40B HYPC	mRNA cis splicing, via spliceosome [GO:0045292]; mRNA splicing, via spliceosome [GO:0000398]
Q6NZY4	reviewed	ZCHC8_HUMAN	Zinc finger CCHC domain-containing protein 8 (TRAMP-like complex RNA-binding factor ZCCHC8)	ZCCHC8	mRNA 3'-end processing [GO:0031124]; mRNA splicing, via spliceosome [GO:0000398]; RNA processing [GO:0006396]; snRNA catabolic process [GO:0016076]
Q6P2Q9	reviewed	PRP8_HUMAN	Pre-mRNA-processing-splicing factor 8 (220 kDa U5 snRNP-specific protein) (PRP8 homolog) (Splicing factor Prp8) (p220)	PRPF8 PRPC8	cellular response to lipopolysaccharide [GO:0071222]; cellular response to tumor necrosis factor [GO:0071356]; mRNA processing [GO:0006397]; mRNA splicing, via spliceosome [GO:0000398]; RNA splicing [GO:0008380]; RNA splicing, via transesterification reactions [GO:0000375]; spliceosomal tri-snRNP complex assembly [GO:0000244]
Q6UX04	reviewed	CWC27_HUMAN	Spliceosome-associated protein CWC27 homolog (Antigen NY-CO-10) (Probable inactive peptidyl-prolyl cis-trans isomerase CWC27 homolog) (PPIase CWC27) (Serologically defined colon cancer antigen 10)	CWC27 SDCCAG10 UNQ438/PRO871	mRNA splicing, via spliceosome [GO:0000398]; protein folding [GO:0006457]
Q70CQ1	reviewed	UBP49_HUMAN	Ubiquitin carboxyl-terminal hydrolase 49 (EC 3.4.19.12) (Deubiquitinating enzyme 49) (Ubiquitin thioesterase 49) (Ubiquitin-specific-processing protease 49)	USP49	mRNA splicing, via spliceosome [GO:0000398]; negative regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction [GO:0051898]; proteolysis [GO:0006508]
Q70Z53	reviewed	F10C1_HUMAN	Protein FRA10AC1	FRA10AC1 C10orf4 PRO2972	mRNA splicing, via spliceosome [GO:0000398]
Q7L014	reviewed	DDX46_HUMAN	Probable ATP-dependent RNA helicase DDX46 (EC 3.6.4.13) (DEAD box protein 46) (PRP5 homolog)	DDX46 KIAA0801	mRNA splicing, via spliceosome [GO:0000398]; U2-type prespliceosome assembly [GO:1903241]
Q7RTV0	reviewed	PHF5A_HUMAN	PHD finger-like domain-containing protein 5A (PHD finger-like domain protein 5A) (Splicing factor 3B-associated 14 kDa protein) (SF3b14b)	PHF5A	mRNA splicing, via spliceosome [GO:0000398]; positive regulation of DNA-templated transcription [GO:0045893]; stem cell differentiation [GO:0048863]; U2-type prespliceosome assembly [GO:1903241]
Q7Z333	reviewed	SETX_HUMAN	Probable helicase senataxin (EC 3.6.4.-) (Amyotrophic lateral sclerosis 4 protein) (SEN1 homolog) (Senataxin)	SETX ALS4 KIAA0625 SCAR1	cell differentiation [GO:0030154]; cellular response to hydrogen peroxide [GO:0070301]; cellular response to oxidative stress [GO:0034599]; circadian rhythm [GO:0007623]; DNA damage response [GO:0006974]; DNA recombination [GO:0006310]; DNA-templated transcription termination [GO:0006353]; double-strand break repair [GO:0006302]; mRNA splice site recognition [GO:0006376]; nervous system development [GO:0007399]; positive regulation of DNA-templated transcription initiation [GO:2000144]; positive regulation of neuron projection development [GO:0010976]; positive regulation of RNA splicing [GO:0033120]; positive regulation of termination of DNA-templated transcription [GO:0060566]; positive regulation of termination of RNA polymerase II transcription, poly(A)-coupled [GO:2000806]; positive regulation of transcription by RNA polymerase II [GO:0045944]; RNA processing [GO:0006396]; spermatogenesis [GO:0007283]; termination of RNA polymerase II transcription [GO:0006369]
Q7Z7F0	reviewed	KHDC4_HUMAN	KH homology domain-containing protein 4 (Brings lots of money 7) (Pre-mRNA splicing factor protein KHDC4)	KHDC4 BLOM7 KIAA0907 SNORA80EHG	mRNA splice site recognition [GO:0006376]
Q86U44	reviewed	MTA70_HUMAN	N6-adenosine-methyltransferase catalytic subunit (EC 2.1.1.348) (Methyltransferase-like protein 3) (hMETTL3) (N6-adenosine-methyltransferase 70 kDa subunit) (MT-A70)	METTL3 MTA70	cellular response to UV [GO:0034644]; circadian rhythm [GO:0007623]; DNA damage response [GO:0006974]; dosage compensation by inactivation of X chromosome [GO:0009048]; endothelial to hematopoietic transition [GO:0098508]; forebrain radial glial cell differentiation [GO:0021861]; gliogenesis [GO:0042063]; innate immune response [GO:0045087]; mRNA destabilization [GO:0061157]; mRNA modification [GO:0016556]; mRNA processing [GO:0006397]; mRNA splicing, via spliceosome [GO:0000398]; negative regulation of Notch signaling pathway [GO:0045746]; negative regulation of type I interferon-mediated signaling pathway [GO:0060339]; oogenesis [GO:0048477]; positive regulation of cap-independent translational initiation [GO:1903679]; positive regulation of translation [GO:0045727]; primary miRNA processing [GO:0031053]; regulation of hematopoietic stem cell differentiation [GO:1902036]; regulation of meiotic cell cycle [GO:0051445]; regulation of T cell differentiation [GO:0045580]; RNA methylation [GO:0001510]; spermatogenesis [GO:0007283]; stem cell population maintenance [GO:0019827]
Q86UT8	reviewed	CATAC_HUMAN	Centrosomal AT-AC splicing factor (Coiled-coil domain-containing protein 84)	CENATAC CCDC84 DLNB14	chromosome separation [GO:0051304]; mRNA splicing, via spliceosome [GO:0000398]; negative regulation of centrosome duplication [GO:0010826]; regulation of protein catabolic process [GO:0042176]
Q86XP3	reviewed	DDX42_HUMAN	ATP-dependent RNA helicase DDX42 (EC 3.6.4.13) (DEAD box protein 42) (RNA helicase-like protein) (RHELP) (RNA helicase-related protein) (RNAHP) (SF3b DEAD box protein) (Splicing factor 3B-associated 125 kDa protein) (SF3b125)	DDX42	protein localization [GO:0008104]; regulation of apoptotic process [GO:0042981]; U2-type prespliceosome assembly [GO:1903241]
Q8IYB3	reviewed	SRRM1_HUMAN	Serine/arginine repetitive matrix protein 1 (SR-related nuclear matrix protein of 160 kDa) (SRm160) (Ser/Arg-related nuclear matrix protein)	SRRM1 SRM160	mRNA splicing, via spliceosome [GO:0000398]; regulation of mRNA splicing, via spliceosome [GO:0048024]; RNA splicing [GO:0008380]; RNA splicing, via transesterification reactions [GO:0000375]
Q8N6W0	reviewed	CELF5_HUMAN	CUGBP Elav-like family member 5 (CELF-5) (Bruno-like protein 5) (CUG-BP- and ETR-3-like factor 5) (RNA-binding protein BRUNOL-5)	CELF5 BRUNOL5	mRNA splice site recognition [GO:0006376]; regulation of alternative mRNA splicing, via spliceosome [GO:0000381]
Q8NAV1	reviewed	PR38A_HUMAN	Pre-mRNA-splicing factor 38A	PRPF38A	mRNA splicing, via spliceosome [GO:0000398]
Q8TAD8	reviewed	SNIP1_HUMAN	Smad nuclear-interacting protein 1 (FHA domain-containing protein SNIP1)	SNIP1	miRNA processing [GO:0035196]; mRNA splicing, via spliceosome [GO:0000398]; negative regulation of canonical NF-kappaB signal transduction [GO:0043124]; U2-type prespliceosome assembly [GO:1903241]
Q8TEQ6	reviewed	GEMI5_HUMAN	Gem-associated protein 5 (Gemin5)	GEMIN5	mRNA splicing, via spliceosome [GO:0000398]; protein-containing complex assembly [GO:0065003]; regulation of translation [GO:0006417]; spliceosomal snRNP assembly [GO:0000387]; translation [GO:0006412]
Q8WU68	reviewed	U2AF4_HUMAN	Splicing factor U2AF 26 kDa subunit (U2 auxiliary factor 26) (U2 small nuclear RNA auxiliary factor 1-like protein 4) (U2AF1-like 4) (U2(RNU2) small nuclear RNA auxiliary factor 1-like protein 3) (U2 small nuclear RNA auxiliary factor 1-like protein 3) (U2AF1-like protein 3)	U2AF1L4 U2AF1-RS3 U2AF1L3	mRNA splicing, via spliceosome [GO:0000398]
Q8WUQ7	reviewed	CATIN_HUMAN	Splicing factor Cactin (Renal carcinoma antigen NY-REN-24)	CACTIN C19orf29	cellular response to interleukin-1 [GO:0071347]; cellular response to lipopolysaccharide [GO:0071222]; cellular response to tumor necrosis factor [GO:0071356]; innate immune response [GO:0045087]; mRNA cis splicing, via spliceosome [GO:0045292]; mRNA splicing, via spliceosome [GO:0000398]; negative regulation of canonical NF-kappaB signal transduction [GO:0043124]; negative regulation of innate immune response [GO:0045824]; negative regulation of interferon-beta production [GO:0032688]; negative regulation of interleukin-8 production [GO:0032717]; negative regulation of lipopolysaccharide-mediated signaling pathway [GO:0031665]; negative regulation of NF-kappaB transcription factor activity [GO:0032088]; negative regulation of protein phosphorylation [GO:0001933]; negative regulation of toll-like receptor signaling pathway [GO:0034122]; negative regulation of tumor necrosis factor production [GO:0032720]; negative regulation of type I interferon-mediated signaling pathway [GO:0060339]
Q8WVK2	reviewed	SNR27_HUMAN	U4/U6.U5 small nuclear ribonucleoprotein 27 kDa protein (U4/U6.U5 snRNP 27 kDa protein) (U4/U6.U5-27K) (Nucleic acid-binding protein RY-1) (U4/U6.U5 tri-snRNP-associated 27 kDa protein) (27K) (U4/U6.U5 tri-snRNP-associated protein 3)	SNRNP27	mRNA splicing, via spliceosome [GO:0000398]
Q8WWY3	reviewed	PRP31_HUMAN	U4/U6 small nuclear ribonucleoprotein Prp31 (Pre-mRNA-processing factor 31) (Serologically defined breast cancer antigen NY-BR-99) (U4/U6 snRNP 61 kDa protein) (Protein 61K) (hPrp31)	PRPF31 PRP31	mRNA splicing, via spliceosome [GO:0000398]; ribonucleoprotein complex localization [GO:0071166]; spliceosomal tri-snRNP complex assembly [GO:0000244]
Q8WXD5	reviewed	GEMI6_HUMAN	Gem-associated protein 6 (Gemin-6) (SIP2)	GEMIN6	mRNA splicing, via spliceosome [GO:0000398]; spliceosomal complex assembly [GO:0000245]; spliceosomal snRNP assembly [GO:0000387]
Q8WXF0	reviewed	SRS12_HUMAN	Serine/arginine-rich splicing factor 12 (35 kDa SR repressor protein) (SRrp35) (Splicing factor, arginine/serine-rich 13B) (Splicing factor, arginine/serine-rich 19)	SRSF12 SFRS13B SFRS19 SRRP35	mRNA 5'-splice site recognition [GO:0000395]; mRNA splicing, via spliceosome [GO:0000398]; negative regulation of mRNA splicing, via spliceosome [GO:0048025]; regulation of alternative mRNA splicing, via spliceosome [GO:0000381]; spliceosomal tri-snRNP complex assembly [GO:0000244]
Q8WYA6	reviewed	CTBL1_HUMAN	Beta-catenin-like protein 1 (Nuclear-associated protein) (NAP) (Testis development protein NYD-SP19)	CTNNBL1 C20orf33 PP8304	adaptive immune response [GO:0002250]; mRNA splicing, via spliceosome [GO:0000398]; positive regulation of apoptotic process [GO:0043065]; somatic diversification of immunoglobulins [GO:0016445]
Q92499	reviewed	DDX1_HUMAN	ATP-dependent RNA helicase DDX1 (EC 3.6.4.13) (DEAD box protein 1) (DEAD box protein retinoblastoma) (DBP-RB)	DDX1	defense response to virus [GO:0051607]; DNA duplex unwinding [GO:0032508]; double-strand break repair [GO:0006302]; innate immune response [GO:0045087]; nucleic acid metabolic process [GO:0090304]; positive regulation of canonical NF-kappaB signal transduction [GO:0043123]; positive regulation of myeloid dendritic cell cytokine production [GO:0002735]; protein localization to cytoplasmic stress granule [GO:1903608]; regulation of translational initiation [GO:0006446]; response to exogenous dsRNA [GO:0043330]; spliceosomal complex assembly [GO:0000245]; tRNA splicing, via endonucleolytic cleavage and ligation [GO:0006388]
Q92620	reviewed	PRP16_HUMAN	Pre-mRNA-splicing factor ATP-dependent RNA helicase PRP16 (EC 3.6.4.13) (ATP-dependent RNA helicase DHX38) (DEAH box protein 38)	DHX38 DDX38 KIAA0224 PRP16	mRNA splicing, via spliceosome [GO:0000398]
Q92841	reviewed	DDX17_HUMAN	Probable ATP-dependent RNA helicase DDX17 (EC 3.6.4.13) (DEAD box protein 17) (DEAD box protein p72) (DEAD box protein p82) (RNA-dependent helicase p72)	DDX17	alternative mRNA splicing, via spliceosome [GO:0000380]; androgen receptor signaling pathway [GO:0030521]; defense response to virus [GO:0051607]; epithelial to mesenchymal transition [GO:0001837]; immune system process [GO:0002376]; intracellular estrogen receptor signaling pathway [GO:0030520]; miRNA metabolic process [GO:0010586]; myoblast differentiation [GO:0045445]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of alternative mRNA splicing, via spliceosome [GO:0000381]; regulation of skeletal muscle cell differentiation [GO:2001014]; regulation of transcription by RNA polymerase II [GO:0006357]; regulatory ncRNA-mediated gene silencing [GO:0031047]; RNA processing [GO:0006396]; rRNA processing [GO:0006364]
Q92879	reviewed	CELF1_HUMAN	CUGBP Elav-like family member 1 (CELF-1) (50 kDa nuclear polyadenylated RNA-binding protein) (Bruno-like protein 2) (CUG triplet repeat RNA-binding protein 1) (CUG-BP1) (CUG-BP- and ETR-3-like factor 1) (Deadenylation factor CUG-BP) (Embryo deadenylation element-binding protein homolog) (EDEN-BP homolog) (RNA-binding protein BRUNOL-2)	CELF1 BRUNOL2 CUGBP CUGBP1 NAB50	embryo development ending in birth or egg hatching [GO:0009792]; germ cell development [GO:0007281]; mRNA destabilization [GO:0061157]; mRNA processing [GO:0006397]; mRNA splice site recognition [GO:0006376]; negative regulation of cell population proliferation [GO:0008285]; negative regulation of gene expression [GO:0010629]; positive regulation of gene expression [GO:0010628]; post-transcriptional gene silencing [GO:0016441]; regulation of alternative mRNA splicing, via spliceosome [GO:0000381]; regulation of inflammatory response [GO:0050727]; regulation of RNA splicing [GO:0043484]; regulatory ncRNA-mediated post-transcriptional gene silencing [GO:0035194]
Q92917	reviewed	GPKOW_HUMAN	G-patch domain and KOW motifs-containing protein (G-patch domain-containing protein 5) (Protein MOS2 homolog) (Protein T54)	GPKOW GPATC5 GPATCH5 T54	mRNA splicing, via spliceosome [GO:0000398]
Q96A72	reviewed	MGN2_HUMAN	Protein mago nashi homolog 2	MAGOHB MAGOH2	mRNA export from nucleus [GO:0006406]; mRNA splicing, via spliceosome [GO:0000398]; nuclear-transcribed mRNA catabolic process, nonsense-mediated decay [GO:0000184]; regulation of mRNA processing [GO:0050684]; regulation of nuclear-transcribed mRNA catabolic process, nonsense-mediated decay [GO:2000622]; RNA splicing [GO:0008380]
Q96BP3	reviewed	PPWD1_HUMAN	Peptidylprolyl isomerase domain and WD repeat-containing protein 1 (EC 5.2.1.8) (Spliceosome-associated cyclophilin)	PPWD1 KIAA0073	mRNA splicing, via spliceosome [GO:0000398]; protein peptidyl-prolyl isomerization [GO:0000413]
Q96C86	reviewed	DCPS_HUMAN	m7GpppX diphosphatase (EC 3.6.1.59) (DCS-1) (Decapping scavenger enzyme) (Hint-related 7meGMP-directed hydrolase) (Histidine triad nucleotide-binding protein 5) (Histidine triad protein member 5) (HINT-5) (Scavenger mRNA-decapping enzyme DcpS)	DCPS DCS1 HINT5 HSPC015	deadenylation-dependent decapping of nuclear-transcribed mRNA [GO:0000290]; mRNA cis splicing, via spliceosome [GO:0045292]; mRNA methylguanosine-cap decapping [GO:0110156]; nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay [GO:0000288]
Q96DF8	reviewed	ESS2_HUMAN	Splicing factor ESS-2 homolog (DiGeorge syndrome critical region 13) (DiGeorge syndrome critical region 14) (DiGeorge syndrome protein H) (DGS-H) (Protein ES2)	ESS2 DGCR13 DGCR14 DGSH DGSI ES2	mRNA splicing, via spliceosome [GO:0000398]; nervous system development [GO:0007399]
Q96DI7	reviewed	SNR40_HUMAN	U5 small nuclear ribonucleoprotein 40 kDa protein (U5 snRNP 40 kDa protein) (U5-40K) (38 kDa-splicing factor) (Prp8-binding protein) (hPRP8BP) (U5 snRNP-specific 40 kDa protein) (WD repeat-containing protein 57)	SNRNP40 PRP8BP SFP38 WDR57	mRNA splicing, via spliceosome [GO:0000398]; RNA processing [GO:0006396]; RNA splicing [GO:0008380]; RNA splicing, via transesterification reactions [GO:0000375]
Q96I25	reviewed	SPF45_HUMAN	Splicing factor 45 (45 kDa-splicing factor) (RNA-binding motif protein 17)	RBM17 SPF45	alternative mRNA splicing, via spliceosome [GO:0000380]; mRNA cis splicing, via spliceosome [GO:0045292]
Q96IZ5	reviewed	RBM41_HUMAN	RNA-binding protein 41 (RNA-binding motif protein 41)	RBM41	mRNA splicing, via spliceosome [GO:0000398]
Q96IZ7	reviewed	RSRC1_HUMAN	Serine/Arginine-related protein 53 (SRrp53) (Arginine/serine-rich coiled-coil protein 1)	RSRC1 SRRP53 BM-011	alternative mRNA splicing, via spliceosome [GO:0000380]; mRNA splicing, via spliceosome [GO:0000398]; nucleocytoplasmic transport [GO:0006913]; response to antibiotic [GO:0046677]; RNA splicing [GO:0008380]
Q96J87	reviewed	CELF6_HUMAN	CUGBP Elav-like family member 6 (CELF-6) (Bruno-like protein 6) (CUG-BP- and ETR-3-like factor 6) (RNA-binding protein BRUNOL-6)	CELF6 BRUNOL6	mRNA splice site recognition [GO:0006376]; regulation of alternative mRNA splicing, via spliceosome [GO:0000381]
Q96LT9	reviewed	RNPC3_HUMAN	RNA-binding region-containing protein 3 (RNA-binding motif protein 40) (RNA-binding protein 40) (U11/U12 small nuclear ribonucleoprotein 65 kDa protein) (U11/U12 snRNP 65 kDa protein) (U11/U12-65K)	RNPC3 KIAA1839 RBM40 RNP SNRNP65	mRNA splicing, via spliceosome [GO:0000398]; RNA splicing [GO:0008380]
Q96MU7	reviewed	YTDC1_HUMAN	YTH domain-containing protein 1 (Splicing factor YT521) (YT521-B)	YTHDC1 KIAA1966 YT521	dosage compensation by inactivation of X chromosome [GO:0009048]; in utero embryonic development [GO:0001701]; mRNA alternative polyadenylation [GO:0110104]; mRNA export from nucleus [GO:0006406]; mRNA splice site recognition [GO:0006376]; mRNA splicing, via spliceosome [GO:0000398]; post-transcriptional regulation of gene expression [GO:0010608]; primary follicle stage [GO:0048160]; regulation of alternative mRNA splicing, via spliceosome [GO:0000381]; regulation of mRNA splicing, via spliceosome [GO:0048024]; spermatogenesis [GO:0007283]
Q96NC0	reviewed	ZMAT2_HUMAN	Zinc finger matrin-type protein 2	ZMAT2	mRNA splicing, via spliceosome [GO:0000398]
Q96PK6	reviewed	RBM14_HUMAN	RNA-binding protein 14 (Paraspeckle protein 2) (PSP2) (RNA-binding motif protein 14) (RRM-containing coactivator activator/modulator) (Synaptotagmin-interacting protein) (SYT-interacting protein)	RBM14 SIP	activation of innate immune response [GO:0002218]; apoptotic process [GO:0006915]; centriole assembly [GO:0098534]; gastrulation [GO:0007369]; innate immune response [GO:0045087]; mRNA splicing, via spliceosome [GO:0000398]; negative regulation of centriole replication [GO:0046600]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of response to DNA integrity checkpoint signaling [GO:1902151]; response to hormone [GO:0009725]; transcription initiation-coupled chromatin remodeling [GO:0045815]
Q96RS0	reviewed	TGS1_HUMAN	Trimethylguanosine synthase (EC 2.1.1.-) (CLL-associated antigen KW-2) (Cap-specific guanine-N2 methyltransferase) (Hepatocellular carcinoma-associated antigen 137) (Nuclear receptor coactivator 6-interacting protein) (PRIP-interacting protein with methyltransferase motif) (PIMT) (PIPMT)	TGS1 HCA137 NCOA6IP PIMT	7-methylguanosine cap hypermethylation [GO:0036261]; ribonucleoprotein complex biogenesis [GO:0022613]; spliceosomal snRNP assembly [GO:0000387]
Q96SB4	reviewed	SRPK1_HUMAN	SRSF protein kinase 1 (EC 2.7.11.1) (SFRS protein kinase 1) (Serine/arginine-rich protein-specific kinase 1) (SR-protein-specific kinase 1)	SRPK1	chromosome segregation [GO:0007059]; innate immune response [GO:0045087]; intracellular signal transduction [GO:0035556]; negative regulation of viral genome replication [GO:0045071]; positive regulation of viral genome replication [GO:0045070]; protein phosphorylation [GO:0006468]; regulation of mRNA processing [GO:0050684]; regulation of mRNA splicing, via spliceosome [GO:0048024]; RNA splicing [GO:0008380]; sperm DNA condensation [GO:0035092]; spliceosomal complex assembly [GO:0000245]
Q99459	reviewed	CDC5L_HUMAN	Cell division cycle 5-like protein (Cdc5-like protein) (Pombe cdc5-related protein)	CDC5L KIAA0432 PCDC5RP	DNA damage checkpoint signaling [GO:0000077]; DNA repair [GO:0006281]; mRNA splicing, via spliceosome [GO:0000398]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of transcription by RNA polymerase II [GO:0006357]
