Entry	Reviewed	Entry Name	Protein names	Gene Names	Gene Ontology (biological process)
Q9Y261	reviewed	FOXA2_HUMAN	Hepatocyte nuclear factor 3-beta (HNF-3-beta) (HNF-3B) (Forkhead box protein A2) (Transcription factor 3B) (TCF-3B)	FOXA2 HNF3B TCF3B	adult locomotory behavior [GO:0008344]; anatomical structure morphogenesis [GO:0009653]; cell differentiation [GO:0030154]; cell fate specification [GO:0001708]; chromatin organization [GO:0006325]; dopaminergic neuron differentiation [GO:0071542]; endocrine pancreas development [GO:0031018]; negative regulation of DNA-binding transcription factor activity [GO:0043433]; negative regulation of epithelial to mesenchymal transition [GO:0010719]; negative regulation of glucokinase activity [GO:0033132]; negative regulation of transcription from RNA polymerase II promoter by glucose [GO:0061987]; positive regulation of cell-cell adhesion mediated by cadherin [GO:2000049]; positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of embryonic development [GO:0040019]; positive regulation of gastrulation [GO:2000543]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of transcription from RNA polymerase II promoter by glucose [GO:0000432]; primitive streak formation [GO:0090009]; regulation of blood coagulation [GO:0030193]; regulation of insulin secretion involved in cellular response to glucose stimulus [GO:0061178]; regulation of transcription by RNA polymerase II [GO:0006357]; response to interleukin-6 [GO:0070741]
Q9Y2D1	reviewed	ATF5_HUMAN	Cyclic AMP-dependent transcription factor ATF-5 (cAMP-dependent transcription factor ATF-5) (Activating transcription factor 5) (Transcription factor ATFx)	ATF5 ATFX	cerebellar granule cell precursor proliferation [GO:0021930]; circadian rhythm [GO:0007623]; fat cell differentiation [GO:0045444]; multicellular organism growth [GO:0035264]; negative regulation of apoptotic process [GO:0043066]; negative regulation of cell cycle G2/M phase transition [GO:1902750]; negative regulation of cell population proliferation [GO:0008285]; negative regulation of DNA-templated transcription [GO:0045892]; olfactory bulb interneuron development [GO:0021891]; positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of transcription by RNA polymerase II [GO:0045944]; post-embryonic development [GO:0009791]; regulation of centrosome cycle [GO:0046605]; regulation of DNA-templated transcription [GO:0006355]; regulation of transcription by RNA polymerase II [GO:0006357]
Q9Y2G9	reviewed	SBNO2_HUMAN	Protein strawberry notch homolog 2	SBNO2 KIAA0963	bone mineralization [GO:0030282]; bone trabecula morphogenesis [GO:0061430]; cellular response to interleukin-11 [GO:0071348]; cellular response to interleukin-6 [GO:0071354]; cellular response to leukemia inhibitory factor [GO:1990830]; cellular response to lipopolysaccharide [GO:0071222]; macrophage activation involved in immune response [GO:0002281]; negative regulation of DNA-templated transcription [GO:0045892]; osteoclast differentiation [GO:0030316]; osteoclast fusion [GO:0072675]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of inflammatory response [GO:0050727]
Q9Y2V3	reviewed	RX_HUMAN	Retinal homeobox protein Rx (Retina and anterior neural fold homeobox protein)	RAX RX	camera-type eye development [GO:0043010]; hypothalamus development [GO:0021854]; limb development [GO:0060173]; pattern specification process [GO:0007389]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of transcription by RNA polymerase II [GO:0006357]; visual perception [GO:0007601]
Q9Y2W1	reviewed	TR150_HUMAN	Thyroid hormone receptor-associated protein 3 (BCLAF1 and THRAP3 family member 2) (Thyroid hormone receptor-associated protein complex 150 kDa component) (Trap150)	THRAP3 BCLAF2 TRAP150	circadian rhythm [GO:0007623]; mRNA processing [GO:0006397]; mRNA stabilization [GO:0048255]; nuclear-transcribed mRNA catabolic process [GO:0000956]; positive regulation of circadian rhythm [GO:0042753]; positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of mRNA splicing, via spliceosome [GO:0048026]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of alternative mRNA splicing, via spliceosome [GO:0000381]; RNA splicing [GO:0008380]
Q9Y2X0	reviewed	MED16_HUMAN	Mediator of RNA polymerase II transcription subunit 16 (Mediator complex subunit 16) (Thyroid hormone receptor-associated protein 5) (Thyroid hormone receptor-associated protein complex 95 kDa component) (Trap95) (Vitamin D3 receptor-interacting protein complex 92 kDa component) (DRIP92)	MED16 DRIP92 THRAP5	positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of transcription elongation by RNA polymerase II [GO:0032968]; positive regulation of transcription initiation by RNA polymerase II [GO:0060261]; regulation of transcription by RNA polymerase II [GO:0006357]; RNA polymerase II preinitiation complex assembly [GO:0051123]; transcription by RNA polymerase II [GO:0006366]
Q9Y2Y9	reviewed	KLF13_HUMAN	Krueppel-like factor 13 (Basic transcription element-binding protein 3) (BTE-binding protein 3) (Novel Sp1-like zinc finger transcription factor 1) (RANTES factor of late activated T-lymphocytes 1) (RFLAT-1) (Transcription factor BTEB3) (Transcription factor NSLP1)	KLF13 BTEB3 NSLP1	negative regulation of cell population proliferation [GO:0008285]; negative regulation of erythrocyte differentiation [GO:0045647]; regulation of transcription by RNA polymerase II [GO:0006357]; transcription by RNA polymerase II [GO:0006366]
Q9Y3C7	reviewed	MED31_HUMAN	Mediator of RNA polymerase II transcription subunit 31 (Mediator complex subunit 31) (Mediator complex subunit SOH1) (hSOH1)	MED31 SOH1 CGI-125	limb development [GO:0060173]; negative regulation of fibroblast proliferation [GO:0048147]; positive regulation of transcription elongation by RNA polymerase II [GO:0032968]; positive regulation of transcription initiation by RNA polymerase II [GO:0060261]; protein ubiquitination [GO:0016567]; regulation of transcription by RNA polymerase II [GO:0006357]; RNA polymerase II preinitiation complex assembly [GO:0051123]
Q9Y3Y4	reviewed	PYGO1_HUMAN	Pygopus homolog 1	PYGO1	canonical Wnt signaling pathway [GO:0060070]; hematopoietic progenitor cell differentiation [GO:0002244]; kidney development [GO:0001822]; positive regulation of transcription by RNA polymerase II [GO:0045944]; protein localization to nucleus [GO:0034504]; spermatid nucleus differentiation [GO:0007289]
Q9Y462	reviewed	ZN711_HUMAN	Zinc finger protein 711 (Zinc finger protein 6)	ZNF711 CMPX1 ZNF6	positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of gene expression [GO:0010468]; regulation of transcription by RNA polymerase II [GO:0006357]
Q9Y466	reviewed	NR2E1_HUMAN	Nuclear receptor subfamily 2 group E member 1 (Nuclear receptor TLX) (Protein tailless homolog) (Tll) (hTll)	NR2E1 TLX	aggressive behavior [GO:0002118]; amygdala development [GO:0021764]; angiogenesis [GO:0001525]; anterior commissure morphogenesis [GO:0021960]; apoptotic process [GO:0006915]; astrocyte cell migration [GO:0043615]; astrocyte differentiation [GO:0048708]; behavioral fear response [GO:0001662]; cell differentiation [GO:0030154]; cell fate commitment [GO:0045165]; cerebral cortex neuron differentiation [GO:0021895]; dentate gyrus development [GO:0021542]; extracellular matrix organization [GO:0030198]; forebrain generation of neurons [GO:0021872]; layer formation in cerebral cortex [GO:0021819]; long-term synaptic potentiation [GO:0060291]; negative regulation of apoptotic process [GO:0043066]; negative regulation of astrocyte differentiation [GO:0048712]; negative regulation of neural precursor cell proliferation [GO:2000178]; negative regulation of neuron differentiation [GO:0045665]; negative regulation of transcription by RNA polymerase II [GO:0000122]; nervous system development [GO:0007399]; neuroblast proliferation [GO:0007405]; olfactory bulb development [GO:0021772]; positive regulation of angiogenesis [GO:0045766]; positive regulation of cell cycle [GO:0045787]; positive regulation of neuroblast proliferation [GO:0002052]; positive regulation of stem cell proliferation [GO:2000648]; regulation of cell migration involved in sprouting angiogenesis [GO:0090049]; regulation of dendrite morphogenesis [GO:0048814]; regulation of timing of neuron differentiation [GO:0060164]; retina development in camera-type eye [GO:0060041]; social behavior [GO:0035176]; somatic stem cell population maintenance [GO:0035019]; visual perception [GO:0007601]
Q9Y467	reviewed	SALL2_HUMAN	Sal-like protein 2 (Zinc finger protein 795) (Zinc finger protein SALL2) (Zinc finger protein Spalt-2) (Sal-2) (hSal2)	SALL2 KIAA0360 SAL2 ZNF795	eye development [GO:0001654]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of transcription by RNA polymerase II [GO:0006357]
Q9Y473	reviewed	ZN175_HUMAN	Zinc finger protein 175 (Zinc finger protein OTK18)	ZNF175	defense response to virus [GO:0051607]; negative regulation of transcription by RNA polymerase II [GO:0000122]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of transcription by RNA polymerase II [GO:0006357]
Q9Y4C1	reviewed	KDM3A_HUMAN	Lysine-specific demethylase 3A (EC 1.14.11.65) (JmjC domain-containing histone demethylation protein 2A) (Jumonji domain-containing protein 1A) ([histone H3]-dimethyl-L-lysine(9) demethylase 3A)	KDM3A JHDM2A JMJD1 JMJD1A KIAA0742 TSGA	androgen receptor signaling pathway [GO:0030521]; cellular response to leukemia inhibitory factor [GO:1990830]; formaldehyde biosynthetic process [GO:0046293]; hormone-mediated signaling pathway [GO:0009755]; positive regulation of cold-induced thermogenesis [GO:0120162]; positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of stem cell differentiation [GO:2000736]; regulation of stem cell population maintenance [GO:2000036]; regulation of transcription by RNA polymerase II [GO:0006357]; spermatid nucleus elongation [GO:0007290]
Q9Y4K3	reviewed	TRAF6_HUMAN	TNF receptor-associated factor 6 (EC 2.3.2.27) (E3 ubiquitin-protein ligase TRAF6) (Interleukin-1 signal transducer) (RING finger protein 85) (RING-type E3 ubiquitin transferase TRAF6)	TRAF6 RNF85	activation of protein kinase activity [GO:0032147]; antigen processing and presentation of exogenous peptide antigen via MHC class II [GO:0019886]; antiviral innate immune response [GO:0140374]; autophagosome assembly [GO:0000045]; bone resorption [GO:0045453]; canonical NF-kappaB signal transduction [GO:0007249]; cellular response to cytokine stimulus [GO:0071345]; cellular response to lipopolysaccharide [GO:0071222]; cytoplasmic pattern recognition receptor signaling pathway [GO:0002753]; DNA damage response [GO:0006974]; Fc-epsilon receptor signaling pathway [GO:0038095]; in utero embryonic development [GO:0001701]; innate immune response [GO:0045087]; interleukin-1-mediated signaling pathway [GO:0070498]; interleukin-17-mediated signaling pathway [GO:0097400]; interleukin-17A-mediated signaling pathway [GO:0038173]; interleukin-33-mediated signaling pathway [GO:0038172]; lipopolysaccharide-mediated signaling pathway [GO:0031663]; MyD88-dependent toll-like receptor signaling pathway [GO:0002755]; myeloid dendritic cell differentiation [GO:0043011]; negative regulation of DNA-templated transcription [GO:0045892]; negative regulation of transcription by RNA polymerase II [GO:0000122]; neural tube closure [GO:0001843]; non-canonical NF-kappaB signal transduction [GO:0038061]; odontogenesis of dentin-containing tooth [GO:0042475]; ossification [GO:0001503]; osteoclast differentiation [GO:0030316]; positive regulation of canonical NF-kappaB signal transduction [GO:0043123]; positive regulation of DNA-binding transcription factor activity [GO:0051091]; positive regulation of interleukin-12 production [GO:0032735]; positive regulation of interleukin-2 production [GO:0032743]; positive regulation of interleukin-6 production [GO:0032755]; positive regulation of JUN kinase activity [GO:0043507]; positive regulation of leukocyte adhesion to vascular endothelial cell [GO:1904996]; positive regulation of lipopolysaccharide-mediated signaling pathway [GO:0031666]; positive regulation of NF-kappaB transcription factor activity [GO:0051092]; positive regulation of osteoclast differentiation [GO:0045672]; positive regulation of protein ubiquitination [GO:0031398]; positive regulation of T cell cytokine production [GO:0002726]; positive regulation of T cell proliferation [GO:0042102]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of transcription regulatory region DNA binding [GO:2000679]; positive regulation of type I interferon production [GO:0032481]; protein autoubiquitination [GO:0051865]; protein K63-linked ubiquitination [GO:0070534]; protein polyubiquitination [GO:0000209]; regulation of apoptotic process [GO:0042981]; regulation of canonical NF-kappaB signal transduction [GO:0043122]; regulation of immunoglobulin production [GO:0002637]; response to interleukin-1 [GO:0070555]; stimulatory C-type lectin receptor signaling pathway [GO:0002223]; T cell receptor signaling pathway [GO:0050852]; T-helper 1 type immune response [GO:0042088]; toll-like receptor 3 signaling pathway [GO:0034138]; toll-like receptor 4 signaling pathway [GO:0034142]; TRIF-dependent toll-like receptor signaling pathway [GO:0035666]; tumor necrosis factor-mediated signaling pathway [GO:0033209]
Q9Y4X4	reviewed	KLF12_HUMAN	Krueppel-like factor 12 (Transcriptional repressor AP-2rep)	KLF12 AP2REP HSPC122	negative regulation of transcription by RNA polymerase II [GO:0000122]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of transcription by RNA polymerase II [GO:0006357]
Q9Y4Z2	reviewed	NGN3_HUMAN	Neurogenin-3 (NGN-3) (Class A basic helix-loop-helix protein 7) (bHLHa7) (Protein atonal homolog 5)	NEUROG3 ATOH5 BHLHA7 NGN3	axon development [GO:0061564]; central nervous system development [GO:0007417]; epithelial cell differentiation [GO:0030855]; forebrain development [GO:0030900]; hindbrain development [GO:0030902]; negative regulation of transcription by RNA polymerase II [GO:0000122]; nervous system development [GO:0007399]; peripheral nervous system development [GO:0007422]; positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of neuron differentiation [GO:0045666]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of dendrite morphogenesis [GO:0048814]; sensory organ development [GO:0007423]; spinal cord development [GO:0021510]; transdifferentiation [GO:0060290]
Q9Y5A6	reviewed	ZSC21_HUMAN	Zinc finger and SCAN domain-containing protein 21 (Renal carcinoma antigen NY-REN-21) (Zinc finger protein 38 homolog) (Zfp-38)	ZSCAN21 ZFP38 ZNF38	cell differentiation [GO:0030154]; male meiosis I [GO:0007141]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of DNA-templated transcription [GO:0006355]; regulation of transcription by RNA polymerase II [GO:0006357]; spermatogenesis [GO:0007283]
Q9Y5B6	reviewed	PAXB1_HUMAN	PAX3- and PAX7-binding protein 1 (GC-rich sequence DNA-binding factor 1)	PAXBP1 C21orf66 GCFC GCFC1	mRNA splicing, via spliceosome [GO:0000398]; muscle organ development [GO:0007517]; positive regulation of myoblast proliferation [GO:2000288]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of skeletal muscle satellite cell proliferation [GO:0014842]; transcription by RNA polymerase II [GO:0006366]
Q9Y5J3	reviewed	HEY1_HUMAN	Hairy/enhancer-of-split related with YRPW motif protein 1 (Cardiovascular helix-loop-helix factor 2) (CHF-2) (Class B basic helix-loop-helix protein 31) (bHLHb31) (HES-related repressor protein 1) (Hairy and enhancer of split-related protein 1) (HESR-1) (Hairy-related transcription factor 1) (HRT-1) (hHRT1)	HEY1 BHLHB31 CHF2 HERP2 HESR1 HRT1	angiogenesis [GO:0001525]; anterior/posterior pattern specification [GO:0009952]; aortic valve morphogenesis [GO:0003180]; arterial endothelial cell differentiation [GO:0060842]; atrioventricular valve formation [GO:0003190]; cardiac conduction system development [GO:0003161]; cardiac epithelial to mesenchymal transition [GO:0060317]; cardiac septum morphogenesis [GO:0060411]; cardiac ventricle morphogenesis [GO:0003208]; circulatory system development [GO:0072359]; dorsal aorta morphogenesis [GO:0035912]; endocardial cushion morphogenesis [GO:0003203]; heart trabecula formation [GO:0060347]; labyrinthine layer blood vessel development [GO:0060716]; negative regulation of biomineral tissue development [GO:0070168]; negative regulation of DNA-templated transcription [GO:0045892]; negative regulation of neuron differentiation [GO:0045665]; negative regulation of Notch signaling pathway [GO:0045746]; negative regulation of smooth muscle cell differentiation [GO:0051151]; negative regulation of transcription by RNA polymerase II [GO:0000122]; Notch signaling pathway [GO:0007219]; positive regulation of transcription by RNA polymerase II [GO:0045944]; pulmonary valve morphogenesis [GO:0003184]; regulation of neurogenesis [GO:0050767]; regulation of transcription by RNA polymerase II [GO:0006357]; regulation of vasculogenesis [GO:2001212]; umbilical cord morphogenesis [GO:0036304]; ventricular septum morphogenesis [GO:0060412]
Q9Y5Q3	reviewed	MAFB_HUMAN	Transcription factor MafB (Maf-B) (V-maf musculoaponeurotic fibrosarcoma oncogene homolog B)	MAFB KRML	abducens nerve formation [GO:0021599]; brain segmentation [GO:0035284]; cornified envelope assembly [GO:1903575]; fat cell differentiation [GO:0045444]; inner ear morphogenesis [GO:0042472]; integrated stress response signaling [GO:0140467]; keratinocyte differentiation [GO:0030216]; negative regulation of erythrocyte differentiation [GO:0045647]; negative regulation of osteoclast differentiation [GO:0045671]; negative regulation of transcription by RNA polymerase II [GO:0000122]; positive regulation of DNA-templated transcription [GO:0045893]; protein processing [GO:0016485]; regulation of DNA-templated transcription [GO:0006355]; regulation of myeloid cell differentiation [GO:0045637]; regulation of transcription by RNA polymerase II [GO:0006357]; respiratory gaseous exchange by respiratory system [GO:0007585]; rhombomere 5 development [GO:0021571]; rhombomere 6 development [GO:0021572]; segment specification [GO:0007379]; sensory organ development [GO:0007423]; T cell differentiation in thymus [GO:0033077]; thymus development [GO:0048538]
Q9Y5R5	reviewed	DMRT2_HUMAN	Doublesex- and mab-3-related transcription factor 2 (Doublesex-like 2 protein) (DSXL-2)	DMRT2 DSXL2	embryonic skeletal system development [GO:0048706]; myotome development [GO:0061055]; positive regulation of myotome development [GO:2000287]; regulation of somitogenesis [GO:0014807]; regulation of transcription by RNA polymerase II [GO:0006357]; sex differentiation [GO:0007548]
Q9Y5R6	reviewed	DMRT1_HUMAN	Doublesex- and mab-3-related transcription factor 1 (DM domain expressed in testis protein 1)	DMRT1 DMT1	cell morphogenesis [GO:0000902]; germ cell migration [GO:0008354]; intracellular signal transduction [GO:0035556]; male germ cell proliferation [GO:0002176]; male sex determination [GO:0030238]; male sex differentiation [GO:0046661]; meiosis I [GO:0007127]; negative regulation of meiotic nuclear division [GO:0045835]; negative regulation of transcription by RNA polymerase II [GO:0000122]; oocyte development [GO:0048599]; positive regulation of male gonad development [GO:2000020]; positive regulation of meiosis I [GO:0060903]; positive regulation of mitotic nuclear division [GO:0045840]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of nodal signaling pathway [GO:1900107]; regulation of transcription by RNA polymerase II [GO:0006357]; Sertoli cell development [GO:0060009]; Sertoli cell differentiation [GO:0060008]; sex differentiation [GO:0007548]; spermatogenesis [GO:0007283]
Q9Y5T5	reviewed	UBP16_HUMAN	Ubiquitin carboxyl-terminal hydrolase 16 (EC 3.4.19.12) (Deubiquitinating enzyme 16) (Ubiquitin thioesterase 16) (Ubiquitin-processing protease UBP-M) (Ubiquitin-specific-processing protease 16)	USP16 MSTP039	cell division [GO:0051301]; DNA damage response [GO:0006974]; mitotic nuclear division [GO:0140014]; monoubiquitinated protein deubiquitination [GO:0035520]; positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of ribosome biogenesis [GO:0090070]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of translational elongation [GO:0045901]; protein homotetramerization [GO:0051289]; proteolysis [GO:0006508]; regulation of cell cycle [GO:0051726]; regulation of transcription by RNA polymerase II [GO:0006357]
Q9Y5W3	reviewed	KLF2_HUMAN	Krueppel-like factor 2 (Lung krueppel-like factor)	KLF2 LKLF	cell morphogenesis [GO:0000902]; cellular response to cycloheximide [GO:0071409]; cellular response to fluid shear stress [GO:0071498]; cellular response to hydrogen peroxide [GO:0070301]; cellular response to interleukin-1 [GO:0071347]; cellular response to laminar fluid shear stress [GO:0071499]; cellular response to peptide [GO:1901653]; cellular response to tumor necrosis factor [GO:0071356]; cellular stress response to acid chemical [GO:0097533]; epigenetic regulation of gene expression [GO:0040029]; erythrocyte maturation [GO:0043249]; in utero embryonic development [GO:0001701]; multicellular organism growth [GO:0035264]; negative regulation of interleukin-6 production [GO:0032715]; negative regulation of sprouting angiogenesis [GO:1903671]; negative regulation of transcription by RNA polymerase II [GO:0000122]; positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of nitric oxide biosynthetic process [GO:0045429]; positive regulation of protein metabolic process [GO:0051247]; positive regulation of retinoic acid receptor signaling pathway [GO:0048386]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of transcription by RNA polymerase II [GO:0006357]; type I pneumocyte differentiation [GO:0060509]; vasodilation [GO:0042311]
Q9Y5X4	reviewed	NR2E3_HUMAN	Photoreceptor-specific nuclear receptor (Nuclear receptor subfamily 2 group E member 3) (Retina-specific nuclear receptor)	NR2E3 PNR RNR	cell differentiation [GO:0030154]; cell population proliferation [GO:0008283]; eye photoreceptor cell development [GO:0042462]; negative regulation of cell population proliferation [GO:0008285]; negative regulation of transcription by RNA polymerase II [GO:0000122]; phototransduction [GO:0007602]; positive regulation of gene expression [GO:0010628]; positive regulation of transcription by RNA polymerase II [GO:0045944]; retina development in camera-type eye [GO:0060041]; signal transduction [GO:0007165]; visual perception [GO:0007601]
Q9Y613	reviewed	FHOD1_HUMAN	FH1/FH2 domain-containing protein 1 (Formin homolog overexpressed in spleen 1) (FHOS) (Formin homology 2 domain-containing protein 1)	FHOD1 FHOS FHOS1	cortical actin cytoskeleton organization [GO:0030866]; establishment of centrosome localization [GO:0051660]; nuclear migration [GO:0007097]; positive regulation of stress fiber assembly [GO:0051496]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of stress fiber assembly [GO:0051492]
Q9Y692	reviewed	GMEB1_HUMAN	Glucocorticoid modulatory element-binding protein 1 (GMEB-1) (DNA-binding protein p96PIF) (Parvovirus initiation factor p96) (PIF p96)	GMEB1	regulation of transcription by RNA polymerase II [GO:0006357]
Q9Y6H1	reviewed	CHCH2_HUMAN	Coiled-coil-helix-coiled-coil-helix domain-containing protein 2 (Aging-associated gene 10 protein) (HCV NS2 trans-regulated protein) (NS2TP)	CHCHD2 C7orf17 AAG10	cellular response to oxidative stress [GO:0034599]; mitochondrion organization [GO:0007005]; positive regulation of mitochondrial ATP synthesis coupled electron transport [GO:1905448]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of cellular response to hypoxia [GO:1900037]; regulation of generation of precursor metabolites and energy [GO:0043467]
Q9Y6K9	reviewed	NEMO_HUMAN	NF-kappa-B essential modulator (NEMO) (FIP-3) (IkB kinase-associated protein 1) (IKKAP1) (Inhibitor of nuclear factor kappa-B kinase subunit gamma) (I-kappa-B kinase subunit gamma) (IKK-gamma) (IKKG) (IkB kinase subunit gamma) (NF-kappa-B essential modifier)	IKBKG FIP3 NEMO	anoikis [GO:0043276]; apoptotic process [GO:0006915]; canonical NF-kappaB signal transduction [GO:0007249]; defense response to bacterium [GO:0042742]; DNA damage response [GO:0006974]; establishment of vesicle localization [GO:0051650]; immune response [GO:0006955]; inflammatory response [GO:0006954]; innate immune response [GO:0045087]; positive regulation of canonical NF-kappaB signal transduction [GO:0043123]; positive regulation of macroautophagy [GO:0016239]; positive regulation of NF-kappaB transcription factor activity [GO:0051092]; positive regulation of T cell receptor signaling pathway [GO:0050862]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of ubiquitin-dependent protein catabolic process [GO:2000060]; protein-containing complex assembly [GO:0065003]; response to virus [GO:0009615]; T cell receptor signaling pathway [GO:0050852]
Q9Y6Q9	reviewed	NCOA3_HUMAN	Nuclear receptor coactivator 3 (NCoA-3) (EC 2.3.1.48) (ACTR) (Amplified in breast cancer 1 protein) (AIB-1) (CBP-interacting protein) (pCIP) (Class E basic helix-loop-helix protein 42) (bHLHe42) (Receptor-associated coactivator 3) (RAC-3) (Steroid receptor coactivator protein 3) (SRC-3) (Thyroid hormone receptor activator molecule 1) (TRAM-1)	NCOA3 AIB1 BHLHE42 RAC3 TRAM1	cell dedifferentiation [GO:0043697]; cellular response to estradiol stimulus [GO:0071392]; cellular response to hormone stimulus [GO:0032870]; positive regulation of keratinocyte differentiation [GO:0045618]; positive regulation of stem cell population maintenance [GO:1902459]; positive regulation of transcription by RNA polymerase II [GO:0045944]; receptor transactivation [GO:0035624]; regulation of stem cell division [GO:2000035]
Q9Y6Y1	reviewed	CMTA1_HUMAN	Calmodulin-binding transcription activator 1	CAMTA1 KIAA0833 MSTP023	neuromuscular process controlling balance [GO:0050885]; positive regulation of calcineurin-NFAT signaling cascade [GO:0070886]; positive regulation of protein dephosphorylation [GO:0035307]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of transcription by RNA polymerase II [GO:0006357]
V9HWC2	unreviewed	V9HWC2_HUMAN	protein deglycase (EC 3.5.1.124) (Maillard deglycase) (Parkinsonism-associated deglycase) (Protein DJ-1) (Protein/nucleic acid deglycase DJ-1)	HEL-S-67p	adult locomotory behavior [GO:0008344]; autophagy [GO:0006914]; cellular response to glyoxal [GO:0036471]; cellular response to reactive oxygen species [GO:0034614]; detection of oxidative stress [GO:0070994]; detoxification of copper ion [GO:0010273]; detoxification of mercury ion [GO:0050787]; dopamine uptake involved in synaptic transmission [GO:0051583]; glucose homeostasis [GO:0042593]; glycolate biosynthetic process [GO:0046295]; glyoxal metabolic process [GO:1903189]; hydrogen peroxide metabolic process [GO:0042743]; inflammatory response [GO:0006954]; insulin secretion [GO:0030073]; membrane depolarization [GO:0051899]; membrane hyperpolarization [GO:0060081]; mitochondrion organization [GO:0007005]; negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway [GO:1902236]; negative regulation of hydrogen peroxide-induced neuron intrinsic apoptotic signaling pathway [GO:1903384]; negative regulation of protein catabolic process [GO:0042177]; negative regulation of protein ubiquitination [GO:0031397]; negative regulation of reactive oxygen species biosynthetic process [GO:1903427]; positive regulation of acute inflammatory response to antigenic stimulus [GO:0002866]; positive regulation of gene expression [GO:0010628]; positive regulation of mitochondrial electron transport, NADH to ubiquinone [GO:1902958]; positive regulation of oxidative stress-induced intrinsic apoptotic signaling pathway [GO:1902177]; positive regulation of reactive oxygen species biosynthetic process [GO:1903428]; positive regulation of transcription by RNA polymerase II [GO:0045944]; protein stabilization [GO:0050821]; response to hydrogen peroxide [GO:0042542]; single fertilization [GO:0007338]
W6CJ52	unreviewed	W6CJ52_HUMAN	Forkhead box C1	FOXC1 hCG_21926	apoptotic process involved in outflow tract morphogenesis [GO:0003275]; artery morphogenesis [GO:0048844]; blood vessel diameter maintenance [GO:0097746]; blood vessel remodeling [GO:0001974]; camera-type eye development [GO:0043010]; cardiac muscle cell proliferation [GO:0060038]; cerebellum development [GO:0021549]; chemokine-mediated signaling pathway [GO:0070098]; collagen fibril organization [GO:0030199]; embryonic heart tube development [GO:0035050]; endochondral ossification [GO:0001958]; germ cell migration [GO:0008354]; glomerular epithelium development [GO:0072010]; glycosaminoglycan metabolic process [GO:0030203]; in utero embryonic development [GO:0001701]; lacrimal gland development [GO:0032808]; lymph vessel development [GO:0001945]; maintenance of lens transparency [GO:0036438]; mesenchymal cell development [GO:0014031]; negative regulation of angiogenesis [GO:0016525]; negative regulation of apoptotic process involved in outflow tract morphogenesis [GO:1902257]; negative regulation of lymphangiogenesis [GO:1901491]; negative regulation of transcription by RNA polymerase II [GO:0000122]; neural crest cell development [GO:0014032]; Notch signaling pathway [GO:0007219]; ovarian follicle development [GO:0001541]; paraxial mesoderm formation [GO:0048341]; positive regulation of gene expression [GO:0010628]; positive regulation of hematopoietic stem cell differentiation [GO:1902038]; regulation of organ growth [GO:0046620]; somitogenesis [GO:0001756]; ureteric bud development [GO:0001657]; vascular endothelial growth factor receptor signaling pathway [GO:0048010]; vascular endothelial growth factor signaling pathway [GO:0038084]; ventricular cardiac muscle tissue morphogenesis [GO:0055010]
