Entry	Reviewed	Entry Name	Protein names	Gene Names	Gene Ontology (biological process)
Q99708	reviewed	CTIP_HUMAN	DNA endonuclease RBBP8 (EC 3.1.-.-) (CtBP-interacting protein) (CtIP) (Retinoblastoma-binding protein 8) (RBBP-8) (Retinoblastoma-interacting protein and myosin-like) (RIM) (Sporulation in the absence of SPO11 protein 2 homolog) (SAE2)	RBBP8 CTIP	blastocyst hatching [GO:0001835]; cell division [GO:0051301]; DNA double-strand break processing involved in repair via single-strand annealing [GO:0010792]; DNA repair [GO:0006281]; DNA strand resection involved in replication fork processing [GO:0110025]; double-strand break repair via homologous recombination [GO:0000724]; G1/S transition of mitotic cell cycle [GO:0000082]; homologous recombination [GO:0035825]; meiotic cell cycle [GO:0051321]; mitotic G2/M transition checkpoint [GO:0044818]; regulation of transcription by RNA polymerase II [GO:0006357]
Q99719	reviewed	SEPT5_HUMAN	Septin-5 (Cell division control-related protein 1) (CDCrel-1) (Peanut-like protein 1)	SEPTIN5 PNUTL1 SEPT5	adult behavior [GO:0030534]; cytoskeleton-dependent cytokinesis [GO:0061640]; protein localization [GO:0008104]; regulation of exocytosis [GO:0017157]; regulation of synaptic vesicle exocytosis [GO:2000300]; social behavior [GO:0035176]; synaptic vesicle targeting [GO:0016080]
Q99741	reviewed	CDC6_HUMAN	Cell division control protein 6 homolog (CDC6-related protein) (Cdc18-related protein) (HsCdc18) (p62(cdc6)) (HsCDC6)	CDC6 CDC18L	cell division [GO:0051301]; cellular response to angiotensin [GO:1904385]; cellular response to vasopressin [GO:1904117]; DNA replication checkpoint signaling [GO:0000076]; DNA replication initiation [GO:0006270]; mitotic DNA replication checkpoint signaling [GO:0033314]; negative regulation of cell population proliferation [GO:0008285]; negative regulation of DNA replication [GO:0008156]; positive regulation of chromosome segregation [GO:0051984]; positive regulation of cytokinesis [GO:0032467]; positive regulation of fibroblast proliferation [GO:0048146]; regulation of cyclin-dependent protein serine/threonine kinase activity [GO:0000079]; regulation of mitotic metaphase/anaphase transition [GO:0030071]; traversing start control point of mitotic cell cycle [GO:0007089]
Q99816	reviewed	TS101_HUMAN	Tumor susceptibility gene 101 protein (ESCRT-I complex subunit TSG101)	TSG101	autophagosome maturation [GO:0097352]; cell division [GO:0051301]; endosome to lysosome transport [GO:0008333]; exosomal secretion [GO:1990182]; extracellular transport [GO:0006858]; keratinocyte differentiation [GO:0030216]; macroautophagy [GO:0016236]; membrane fission [GO:0090148]; multivesicular body assembly [GO:0036258]; negative regulation of cell population proliferation [GO:0008285]; negative regulation of epidermal growth factor receptor signaling pathway [GO:0042059]; negative regulation of epidermal growth factor-activated receptor activity [GO:0007175]; negative regulation of transcription by RNA polymerase II [GO:0000122]; positive regulation of exosomal secretion [GO:1903543]; positive regulation of ubiquitin-dependent endocytosis [GO:2000397]; positive regulation of viral budding via host ESCRT complex [GO:1903774]; protein modification process [GO:0036211]; protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway [GO:0043328]; regulation of cell cycle [GO:0051726]; regulation of cell growth [GO:0001558]; regulation of extracellular exosome assembly [GO:1903551]; regulation of MAP kinase activity [GO:0043405]; ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway [GO:0043162]; viral budding [GO:0046755]; viral budding via host ESCRT complex [GO:0039702]; viral release from host cell [GO:0019076]
Q99828	reviewed	CIB1_HUMAN	Calcium and integrin-binding protein 1 (CIB) (Calcium- and integrin-binding protein) (CIBP) (Calmyrin) (DNA-PKcs-interacting protein) (Kinase-interacting protein) (KIP) (SNK-interacting protein 2-28) (SIP2-28)	CIB1 CIB KIP PRKDCIP	angiogenesis [GO:0001525]; apoptotic process [GO:0006915]; cell adhesion [GO:0007155]; cell division [GO:0051301]; cellular response to growth factor stimulus [GO:0071363]; cellular response to nerve growth factor stimulus [GO:1990090]; cellular response to tumor necrosis factor [GO:0071356]; cytoplasmic microtubule organization [GO:0031122]; DNA damage response [GO:0006974]; double-strand break repair [GO:0006302]; endomitotic cell cycle [GO:0007113]; extrinsic apoptotic signaling pathway [GO:0097191]; negative regulation of apoptotic process [GO:0043066]; negative regulation of cell population proliferation [GO:0008285]; negative regulation of megakaryocyte differentiation [GO:0045653]; negative regulation of microtubule depolymerization [GO:0007026]; negative regulation of neuron projection development [GO:0010977]; negative regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction [GO:0051898]; negative regulation of protein phosphorylation [GO:0001933]; platelet formation [GO:0030220]; positive regulation of calcineurin-NFAT signaling cascade [GO:0070886]; positive regulation of catalytic activity [GO:0043085]; positive regulation of cell adhesion mediated by integrin [GO:0033630]; positive regulation of cell growth [GO:0030307]; positive regulation of cell migration [GO:0030335]; positive regulation of cell migration involved in sprouting angiogenesis [GO:0090050]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of cell-matrix adhesion [GO:0001954]; positive regulation of ERK1 and ERK2 cascade [GO:0070374]; positive regulation of male germ cell proliferation [GO:2000256]; positive regulation of NF-kappaB transcription factor activity [GO:0051092]; positive regulation of protein localization to plasma membrane [GO:1903078]; positive regulation of protein phosphorylation [GO:0001934]; positive regulation of protein serine/threonine kinase activity [GO:0071902]; positive regulation of protein targeting to membrane [GO:0090314]; positive regulation of substrate adhesion-dependent cell spreading [GO:1900026]; regulation of cell division [GO:0051302]; regulation of cell population proliferation [GO:0042127]; response to ischemia [GO:0002931]; spermatid development [GO:0007286]; thrombopoietin-mediated signaling pathway [GO:0038163]
Q99871	reviewed	HAUS7_HUMAN	HAUS augmin-like complex subunit 7 (26S proteasome-associated UCH37-interacting protein 1) (UCHL5-interacting protein) (X-linked protein STS1769)	HAUS7 UCHL5IP UIP1	cell division [GO:0051301]; centrosome cycle [GO:0007098]; regulation of microtubule nucleation [GO:0010968]; spindle assembly [GO:0051225]
Q99986	reviewed	VRK1_HUMAN	Serine/threonine-protein kinase VRK1 (EC 2.7.11.1) (Vaccinia-related kinase 1)	VRK1	Cajal body organization [GO:0030576]; cell division [GO:0051301]; chromatin remodeling [GO:0006338]; DNA damage response [GO:0006974]; Golgi disassembly [GO:0090166]; mitotic nuclear membrane disassembly [GO:0007077]; neuron projection development [GO:0031175]; positive regulation of protein localization to chromatin [GO:0120187]; protein autophosphorylation [GO:0046777]; protein phosphorylation [GO:0006468]; regulation of neuron migration [GO:2001222]; signal transduction [GO:0007165]
Q9BPX3	reviewed	CND3_HUMAN	Condensin complex subunit 3 (Chromosome-associated protein G) (Condensin subunit CAP-G) (hCAP-G) (Melanoma antigen NY-MEL-3) (Non-SMC condensin I complex subunit G) (XCAP-G homolog)	NCAPG CAPG NYMEL3	cell division [GO:0051301]; mitotic chromosome condensation [GO:0007076]; positive regulation of chromosome condensation [GO:1905821]; positive regulation of chromosome segregation [GO:0051984]; positive regulation of chromosome separation [GO:1905820]
Q9BQE3	reviewed	TBA1C_HUMAN	Tubulin alpha-1C chain (EC 3.6.5.-) (Alpha-tubulin 6) (Tubulin alpha-6 chain) [Cleaved into: Detyrosinated tubulin alpha-1C chain]	TUBA1C TUBA6	cell division [GO:0051301]; cytoskeleton-dependent intracellular transport [GO:0030705]; microtubule cytoskeleton organization [GO:0000226]; microtubule-based process [GO:0007017]; mitotic cell cycle [GO:0000278]
Q9BRK4	reviewed	LZTS2_HUMAN	Leucine zipper putative tumor suppressor 2 (hLZTS2) (Protein LAPSER1)	LZTS2 KIAA1813 LAPSER1	fibroblast proliferation [GO:0048144]; microtubule severing [GO:0051013]; mitotic cytokinesis [GO:0000281]; negative regulation of canonical Wnt signaling pathway [GO:0090090]; negative regulation of fibroblast proliferation [GO:0048147]; negative regulation of protein localization to nucleus [GO:1900181]; nuclear export [GO:0051168]; primary ureteric bud growth [GO:0060682]; spindle midzone assembly [GO:0051255]; ureter morphogenesis [GO:0072197]; Wnt signaling pathway [GO:0016055]
Q9BRX2	reviewed	PELO_HUMAN	Protein pelota homolog (hPelota) (Protein Dom34 homolog)	PELO CGI-17	cell division [GO:0051301]; chromosome organization [GO:0051276]; endoderm development [GO:0007492]; inner cell mass cell proliferation [GO:0001833]; mesenchymal to epithelial transition [GO:0060231]; nonfunctional rRNA decay [GO:0070651]; nuclear-transcribed mRNA catabolic process, no-go decay [GO:0070966]; nuclear-transcribed mRNA catabolic process, non-stop decay [GO:0070481]; positive regulation of BMP signaling pathway [GO:0030513]; regulation of translation [GO:0006417]; rescue of stalled ribosome [GO:0072344]; ribosome disassembly [GO:0032790]; RNA surveillance [GO:0071025]; stem cell population maintenance [GO:0019827]
Q9BSJ6	reviewed	PIMRE_HUMAN	Protein PIMREG (CALM-interactor expressed in thymus and spleen) (PICALM-interacting mitotic regulator) (Regulator of chromosome segregation protein 1)	PIMREG CATS FAM64A RCS1	cell division [GO:0051301]
Q9BST9	reviewed	RTKN_HUMAN	Rhotekin	RTKN RTKN1	actomyosin contractile ring assembly [GO:0000915]; apoptotic process [GO:0006915]; mitotic cytokinesis [GO:0000281]; regulation of apoptotic process [GO:0042981]; Rho protein signal transduction [GO:0007266]; septin ring organization [GO:0031106]; signal transduction [GO:0007165]
Q9BT25	reviewed	HAUS8_HUMAN	HAUS augmin-like complex subunit 8 (HEC1/NDC80-interacting centrosome-associated protein 1) (Sarcoma antigen NY-SAR-48)	HAUS8 HICE1	cell division [GO:0051301]; centrosome cycle [GO:0007098]; regulation of microtubule nucleation [GO:0010968]; spindle assembly [GO:0051225]
Q9BTE3	reviewed	MCMBP_HUMAN	Mini-chromosome maintenance complex-binding protein (MCM-BP) (MCM-binding protein)	MCMBP C10orf119	cell division [GO:0051301]; DNA-templated DNA replication [GO:0006261]; sister chromatid cohesion [GO:0007062]
Q9BTV5	reviewed	FSD1_HUMAN	Fibronectin type III and SPRY domain-containing protein 1 (MID1-related protein 1) (Microtubule-associated protein GLFND)	FSD1 GLFND MIR1 VLP27	cell division [GO:0051301]; cytoplasmic microtubule organization [GO:0031122]; regulation of cell division [GO:0051302]; regulation of cytokinesis [GO:0032465]; regulation of mitotic spindle organization [GO:0060236]
Q9BVA0	reviewed	KTNB1_HUMAN	Katanin p80 WD40 repeat-containing subunit B1 (Katanin p80 subunit B1) (p80 katanin)	KATNB1	cell division [GO:0051301]; cytoplasmic microtubule organization [GO:0031122]; microtubule depolymerization [GO:0007019]; microtubule severing [GO:0051013]; mitotic chromosome movement towards spindle pole [GO:0007079]; negative regulation of microtubule depolymerization [GO:0007026]; positive regulation of apoptotic process [GO:0043065]; positive regulation of microtubule depolymerization [GO:0031117]; positive regulation of neuron projection development [GO:0010976]; protein targeting [GO:0006605]
Q9BVP2	reviewed	GNL3_HUMAN	Guanine nucleotide-binding protein-like 3 (E2-induced gene 3 protein) (Novel nucleolar protein 47) (NNP47) (Nucleolar GTP-binding protein 3) (Nucleostemin)	GNL3 E2IG3 NS	positive regulation of miRNA transcription [GO:1902895]; positive regulation of protein localization to chromosome, telomeric region [GO:1904816]; positive regulation of protein sumoylation [GO:0033235]; positive regulation of telomere maintenance [GO:0032206]; regulation of cell population proliferation [GO:0042127]; stem cell division [GO:0017145]; stem cell population maintenance [GO:0019827]
Q9BVW5	reviewed	TIPIN_HUMAN	TIMELESS-interacting protein	TIPIN	cell cycle phase transition [GO:0044770]; cell division [GO:0051301]; DNA replication checkpoint signaling [GO:0000076]; mitotic intra-S DNA damage checkpoint signaling [GO:0031573]; positive regulation of cell population proliferation [GO:0008284]; regulation of nuclear cell cycle DNA replication [GO:0033262]; replication fork arrest [GO:0043111]; replication fork processing [GO:0031297]; response to UV [GO:0009411]
Q9BW19	reviewed	KIFC1_HUMAN	Kinesin-like protein KIFC1 (Kinesin-like protein 2) (Kinesin-related protein HSET)	KIFC1 HSET KNSL2	cell division [GO:0051301]; microtubule-based movement [GO:0007018]; mitotic metaphase chromosome alignment [GO:0007080]; mitotic sister chromatid segregation [GO:0000070]; mitotic spindle assembly [GO:0090307]
Q9BW66	reviewed	CINP_HUMAN	Cyclin-dependent kinase 2-interacting protein (CDK2-interacting protein)	CINP	cell division [GO:0051301]; DNA repair [GO:0006281]; DNA replication [GO:0006260]; ribosomal large subunit biogenesis [GO:0042273]
Q9BX26	reviewed	SYCP2_HUMAN	Synaptonemal complex protein 2 (SCP-2) (Synaptonemal complex lateral element protein) (hsSCP2)	SYCP2 SCP2	apoptotic process [GO:0006915]; cell division [GO:0051301]; ectopic germ cell programmed cell death [GO:0035234]; female meiotic nuclear division [GO:0007143]; fertilization [GO:0009566]; male genitalia morphogenesis [GO:0048808]; male meiotic nuclear division [GO:0007140]; negative regulation of apoptotic process [GO:0043066]; negative regulation of developmental process [GO:0051093]; negative regulation of reproductive process [GO:2000242]; synaptonemal complex assembly [GO:0007130]
Q9BX63	reviewed	FANCJ_HUMAN	Fanconi anemia group J protein (EC 5.6.2.3) (BRCA1-associated C-terminal helicase 1) (BRCA1-interacting protein C-terminal helicase 1) (BRCA1-interacting protein 1) (DNA 5'-3' helicase FANCJ)	BRIP1 BACH1 FANCJ	cellular response to angiotensin [GO:1904385]; cellular response to hypoxia [GO:0071456]; cellular response to vitamin [GO:0071295]; chiasma assembly [GO:0051026]; DNA damage checkpoint signaling [GO:0000077]; DNA repair [GO:0006281]; double-strand break repair [GO:0006302]; double-strand break repair involved in meiotic recombination [GO:1990918]; homologous recombination [GO:0035825]; meiotic DNA double-strand break processing involved in reciprocal meiotic recombination [GO:0010705]; negative regulation of cell population proliferation [GO:0008285]; negative regulation of gene expression [GO:0010629]; nucleotide-excision repair [GO:0006289]; protein-DNA covalent cross-linking repair [GO:0106300]; regulation of transcription by RNA polymerase II [GO:0006357]; response to toxic substance [GO:0009636]; seminiferous tubule development [GO:0072520]; spermatid development [GO:0007286]; spermatogonial cell division [GO:0007284]
Q9BXF3	reviewed	CECR2_HUMAN	Chromatin remodeling regulator CECR2 (Cat eye syndrome critical region protein 2)	CECR2 KIAA1740	apoptotic DNA fragmentation [GO:0006309]; chromatin remodeling [GO:0006338]; cochlea development [GO:0090102]; cytoskeleton organization [GO:0007010]; cytoskeleton-dependent cytokinesis [GO:0061640]; execution phase of apoptosis [GO:0097194]; inner ear receptor cell stereocilium organization [GO:0060122]; neural fold formation [GO:0001842]; neural tube closure [GO:0001843]; single fertilization [GO:0007338]; vesicle-mediated transport [GO:0016192]
Q9BXS6	reviewed	NUSAP_HUMAN	Nucleolar and spindle-associated protein 1 (NuSAP)	NUSAP1 ANKT BM-037 PRO0310	establishment of mitotic spindle localization [GO:0040001]; mitotic chromosome condensation [GO:0007076]; mitotic cytokinesis [GO:0000281]; mitotic sister chromatid segregation [GO:0000070]; positive regulation of mitotic nuclear division [GO:0045840]
Q9BY43	reviewed	CHM4A_HUMAN	Charged multivesicular body protein 4a (Chromatin-modifying protein 4a) (CHMP4a) (SNF7 homolog associated with Alix-2) (SNF7-1) (hSnf-1) (Vacuolar protein sorting-associated protein 32-1) (Vps32-1) (hVps32-1)	CHMP4A C14orf123 SHAX2 CDA04 HSPC134	autophagosome maturation [GO:0097352]; autophagy [GO:0006914]; late endosome to lysosome transport [GO:1902774]; late endosome to vacuole transport via multivesicular body sorting pathway [GO:0032511]; macroautophagy [GO:0016236]; membrane fission [GO:0090148]; membrane invagination [GO:0010324]; midbody abscission [GO:0061952]; mitotic metaphase chromosome alignment [GO:0007080]; multivesicular body assembly [GO:0036258]; multivesicular body sorting pathway [GO:0071985]; multivesicular body-lysosome fusion [GO:0061763]; nervous system process [GO:0050877]; nuclear membrane reassembly [GO:0031468]; nucleus organization [GO:0006997]; plasma membrane repair [GO:0001778]; plasma membrane tubulation [GO:0097320]; post-translational protein targeting to endoplasmic reticulum membrane [GO:0006620]; protein polymerization [GO:0051258]; protein transport [GO:0015031]; regulation of mitotic spindle assembly [GO:1901673]; ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway [GO:0043162]; vesicle budding from membrane [GO:0006900]; vesicle fusion with vacuole [GO:0051469]; viral budding from plasma membrane [GO:0046761]; viral budding via host ESCRT complex [GO:0039702]
Q9BYG4	reviewed	PAR6G_HUMAN	Partitioning defective 6 homolog gamma (PAR-6 gamma) (PAR6D)	PARD6G PAR6G	cell division [GO:0051301]; centrosome cycle [GO:0007098]; establishment or maintenance of cell polarity [GO:0007163]; establishment or maintenance of epithelial cell apical/basal polarity [GO:0045197]; regulation of cellular localization [GO:0060341]
Q9BYG5	reviewed	PAR6B_HUMAN	Partitioning defective 6 homolog beta (PAR-6 beta) (PAR-6B)	PARD6B PAR6B	axonogenesis [GO:0007409]; cell division [GO:0051301]; cell-cell junction assembly [GO:0007043]; centrosome cycle [GO:0007098]; establishment or maintenance of cell polarity [GO:0007163]; establishment or maintenance of epithelial cell apical/basal polarity [GO:0045197]; protein-containing complex assembly [GO:0065003]; regulation of cell migration [GO:0030334]; regulation of cellular localization [GO:0060341]
Q9BZD4	reviewed	NUF2_HUMAN	Kinetochore protein Nuf2 (hNuf2) (hNuf2R) (hsNuf2) (Cell division cycle-associated protein 1)	NUF2 CDCA1 NUF2R	attachment of mitotic spindle microtubules to kinetochore [GO:0051315]; attachment of spindle microtubules to kinetochore [GO:0008608]; cell division [GO:0051301]; chromosome segregation [GO:0007059]; kinetochore organization [GO:0051383]; meiotic chromosome segregation [GO:0045132]; mitotic spindle assembly checkpoint signaling [GO:0007094]; mitotic spindle organization [GO:0007052]
Q9BZQ2	reviewed	SHP1L_HUMAN	Testicular spindle-associated protein SHCBP1L (SHC SH2 domain-binding protein 1-like protein)	SHCBP1L C1orf14	cell differentiation [GO:0030154]; male meiosis cytokinesis [GO:0007112]; positive regulation of chromosome organization [GO:2001252]; spermatogenesis [GO:0007283]
Q9BZX4	reviewed	ROP1B_HUMAN	Ropporin-1B (Rhophilin-associated protein 1B)	ROPN1B	acrosome reaction [GO:0007340]; cell-cell adhesion [GO:0098609]; cilium organization [GO:0044782]; cytoskeleton-dependent cytokinesis [GO:0061640]; flagellated sperm motility [GO:0030317]; fusion of sperm to egg plasma membrane involved in single fertilization [GO:0007342]; protein localization to cilium [GO:0061512]; regulation of protein phosphorylation [GO:0001932]; Rho protein signal transduction [GO:0007266]; sperm capacitation [GO:0048240]; spermatogenesis [GO:0007283]
Q9GZV5	reviewed	WWTR1_HUMAN	WW domain-containing transcription regulator protein 1 (Transcriptional coactivator with PDZ-binding motif)	WWTR1 TAZ	cilium assembly [GO:0060271]; glomerulus development [GO:0032835]; heart process [GO:0003015]; hippo signaling [GO:0035329]; kidney morphogenesis [GO:0060993]; mesenchymal cell differentiation [GO:0048762]; multicellular organism growth [GO:0035264]; negative regulation of canonical Wnt signaling pathway [GO:0090090]; negative regulation of fat cell differentiation [GO:0045599]; negative regulation of protein kinase activity [GO:0006469]; negative regulation of protein phosphorylation [GO:0001933]; negative regulation of transcription by RNA polymerase II [GO:0000122]; osteoblast differentiation [GO:0001649]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of epithelial to mesenchymal transition [GO:0010718]; positive regulation of osteoblast differentiation [GO:0045669]; positive regulation of protein localization to nucleus [GO:1900182]; positive regulation of transcription by RNA polymerase II [GO:0045944]; protein ubiquitination [GO:0016567]; regulation of DNA-templated transcription [GO:0006355]; regulation of metanephric nephron tubule epithelial cell differentiation [GO:0072307]; SCF-dependent proteasomal ubiquitin-dependent protein catabolic process [GO:0031146]; SMAD protein signal transduction [GO:0060395]; stem cell division [GO:0017145]; tissue homeostasis [GO:0001894]
Q9H081	reviewed	MIS12_HUMAN	Protein MIS12 homolog	MIS12	attachment of mitotic spindle microtubules to kinetochore [GO:0051315]; attachment of spindle microtubules to kinetochore [GO:0008608]; cell division [GO:0051301]; chromosome segregation [GO:0007059]; kinetochore assembly [GO:0051382]; mitotic sister chromatid segregation [GO:0000070]
Q9H0E7	reviewed	UBP44_HUMAN	Ubiquitin carboxyl-terminal hydrolase 44 (EC 3.4.19.12) (Deubiquitinating enzyme 44) (Ubiquitin thioesterase 44) (Ubiquitin-specific-processing protease 44)	USP44	antiviral innate immune response [GO:0140374]; cell division [GO:0051301]; chromosome segregation [GO:0007059]; negative regulation of mitotic metaphase/anaphase transition [GO:0045841]; negative regulation of ubiquitin protein ligase activity [GO:1904667]; nucleotide-excision repair [GO:0006289]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; protein deubiquitination [GO:0016579]; regulation of mitotic cell cycle spindle assembly checkpoint [GO:0090266]; regulatory T cell differentiation [GO:0045066]
Q9H0H5	reviewed	RGAP1_HUMAN	Rac GTPase-activating protein 1 (Male germ cell RacGap) (MgcRacGAP) (Protein CYK4 homolog) (CYK4) (HsCYK-4)	RACGAP1 KIAA1478 MGCRACGAP	actomyosin contractile ring assembly [GO:0000915]; erythrocyte differentiation [GO:0030218]; mitotic cytokinesis [GO:0000281]; mitotic spindle midzone assembly [GO:0051256]; monoatomic ion transport [GO:0006811]; neuroblast proliferation [GO:0007405]; positive regulation of cytokinesis [GO:0032467]; regulation of attachment of spindle microtubules to kinetochore [GO:0051988]; regulation of embryonic development [GO:0045995]; regulation of small GTPase mediated signal transduction [GO:0051056]; Rho protein signal transduction [GO:0007266]; spermatogenesis [GO:0007283]; sulfate transport [GO:0008272]
Q9H160	reviewed	ING2_HUMAN	Inhibitor of growth protein 2 (Inhibitor of growth 1-like protein) (ING1Lp) (p32) (p33ING2)	ING2 ING1L	DNA damage response [GO:0006974]; flagellated sperm motility [GO:0030317]; male germ-line stem cell asymmetric division [GO:0048133]; male meiosis I [GO:0007141]; negative regulation of cell migration [GO:0030336]; negative regulation of gene expression, epigenetic [GO:0045814]; negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator [GO:1902166]; negative regulation of stem cell population maintenance [GO:1902455]; negative regulation of transcription by RNA polymerase II [GO:0000122]; negative regulation of transforming growth factor beta receptor signaling pathway [GO:0030512]; positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of stem cell population maintenance [GO:1902459]; positive regulation of transforming growth factor beta receptor signaling pathway [GO:0030511]; regulation of cellular senescence [GO:2000772]; regulation of DNA-templated transcription [GO:0006355]; seminiferous tubule development [GO:0072520]; signal transduction [GO:0007165]; spermatid development [GO:0007286]; spermatogenesis [GO:0007283]
Q9H1A4	reviewed	APC1_HUMAN	Anaphase-promoting complex subunit 1 (APC1) (Cyclosome subunit 1) (Mitotic checkpoint regulator) (Testis-specific gene 24 protein)	ANAPC1 TSG24	anaphase-promoting complex-dependent catabolic process [GO:0031145]; cell division [GO:0051301]; metaphase/anaphase transition of mitotic cell cycle [GO:0007091]; protein K11-linked ubiquitination [GO:0070979]; protein K48-linked ubiquitination [GO:0070936]; regulation of meiotic cell cycle [GO:0051445]; regulation of mitotic cell cycle [GO:0007346]
Q9H1H9	reviewed	KI13A_HUMAN	Kinesin-like protein KIF13A (Kinesin-like protein RBKIN)	KIF13A RBKIN	cell division [GO:0051301]; cytoskeleton-dependent intracellular transport [GO:0030705]; endosome to lysosome transport [GO:0008333]; Golgi to plasma membrane protein transport [GO:0043001]; intracellular protein transport [GO:0006886]; melanosome organization [GO:0032438]; microtubule-based movement [GO:0007018]; plus-end-directed vesicle transport along microtubule [GO:0072383]; regulation of cytokinesis [GO:0032465]; vesicle cargo loading [GO:0035459]
Q9H211	reviewed	CDT1_HUMAN	DNA replication factor Cdt1 (Double parked homolog) (DUP)	CDT1	attachment of mitotic spindle microtubules to kinetochore [GO:0051315]; cell division [GO:0051301]; DNA replication checkpoint signaling [GO:0000076]; DNA replication preinitiation complex assembly [GO:0071163]; mitotic cell cycle [GO:0000278]; negative regulation of cell cycle [GO:0045786]; negative regulation of DNA-templated DNA replication [GO:2000104]; positive regulation of chromatin binding [GO:0035563]; positive regulation of DNA replication [GO:0045740]; positive regulation of DNA-templated DNA replication [GO:2000105]; regulation of DNA-templated DNA replication initiation [GO:0030174]; regulation of nuclear cell cycle DNA replication [GO:0033262]; response to sorbitol [GO:0072708]
Q9H2D6	reviewed	TARA_HUMAN	TRIO and F-actin-binding protein (Protein Tara) (TRF1-associated protein of 68 kDa) (Trio-associated repeat on actin)	TRIOBP KIAA1662 TARA HRIHFB2122	actin modification [GO:0030047]; auditory receptor cell stereocilium organization [GO:0060088]; barbed-end actin filament capping [GO:0051016]; cell division [GO:0051301]; positive regulation of substrate adhesion-dependent cell spreading [GO:1900026]; sensory perception of sound [GO:0007605]
Q9H3D4	reviewed	P63_HUMAN	Tumor protein 63 (p63) (Chronic ulcerative stomatitis protein) (CUSP) (Keratinocyte transcription factor KET) (Transformation-related protein 63) (TP63) (Tumor protein p73-like) (p73L) (p40) (p51)	TP63 KET P63 P73H P73L TP73L	apoptotic process [GO:0006915]; cellular senescence [GO:0090398]; chromatin remodeling [GO:0006338]; cloacal septation [GO:0060197]; cranial skeletal system development [GO:1904888]; determination of adult lifespan [GO:0008340]; DNA damage response [GO:0006974]; ectoderm and mesoderm interaction [GO:0007499]; embryonic forelimb morphogenesis [GO:0035115]; embryonic hindlimb morphogenesis [GO:0035116]; epidermal cell division [GO:0010481]; epithelial cell development [GO:0002064]; establishment of planar polarity [GO:0001736]; establishment of skin barrier [GO:0061436]; female genitalia morphogenesis [GO:0048807]; hair follicle morphogenesis [GO:0031069]; intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator [GO:0042771]; keratinocyte differentiation [GO:0030216]; keratinocyte proliferation [GO:0043616]; negative regulation of cellular senescence [GO:2000773]; negative regulation of DNA-templated transcription [GO:0045892]; negative regulation of intracellular estrogen receptor signaling pathway [GO:0033147]; negative regulation of keratinocyte differentiation [GO:0045617]; negative regulation of mesoderm development [GO:2000381]; negative regulation of transcription by RNA polymerase II [GO:0000122]; neuron apoptotic process [GO:0051402]; Notch signaling pathway [GO:0007219]; odontogenesis of dentin-containing tooth [GO:0042475]; polarized epithelial cell differentiation [GO:0030859]; positive regulation of apoptotic signaling pathway [GO:2001235]; positive regulation of cell cycle G1/S phase transition [GO:1902808]; positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of fibroblast apoptotic process [GO:2000271]; positive regulation of keratinocyte proliferation [GO:0010838]; positive regulation of Notch signaling pathway [GO:0045747]; positive regulation of osteoblast differentiation [GO:0045669]; positive regulation of somatic stem cell population maintenance [GO:1904674]; positive regulation of stem cell proliferation [GO:2000648]; positive regulation of transcription by RNA polymerase II [GO:0045944]; post-anal tail morphogenesis [GO:0036342]; prostatic bud formation [GO:0060513]; protein tetramerization [GO:0051262]; proximal/distal pattern formation [GO:0009954]; regulation of epidermal cell division [GO:0010482]; regulation of transcription by RNA polymerase II [GO:0006357]; skeletal system development [GO:0001501]; skin morphogenesis [GO:0043589]; spermatogenesis [GO:0007283]; squamous basal epithelial stem cell differentiation involved in prostate gland acinus development [GO:0060529]; stem cell proliferation [GO:0072089]; sympathetic nervous system development [GO:0048485]; transcription by RNA polymerase II [GO:0006366]
Q9H410	reviewed	DSN1_HUMAN	Kinetochore-associated protein DSN1 homolog	DSN1 C20orf172 MIS13	attachment of spindle microtubules to kinetochore [GO:0008608]; cell division [GO:0051301]; skeletal muscle satellite cell proliferation [GO:0014841]
